"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.1.words.4","source.excerpts.1.words.5","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","emotion.0.@id","emotion.0.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/14af8ba4-6def-5ec8-b02f-03cbfe9eda23","http://data.odeuropa.eu/gallica","odeur","http://data.odeuropa.eu/source/8f521b70-23f3-507a-982b-7bb7c90664b7","http://data.odeuropa.eu/source/8f521b70-23f3-507a-982b-7bb7c90664b7/fragment/dada146f-a1d5-5bbd-96b3-727c07a3d3fe","autres conifères ; parce que les émanations résineuses , que 1a chaleur en dégage , sont dépourvues .gq , ipu ^ iâcneté ; qu ' elles son t agréa blés s ' respirej ' ietnujjeraejit irritantes .On n ' en , saurait : dire ; autant — ï $ — • de Véateaeéi ' WUrèhemmmh ^ vm ^ èM ^ mWà ) ài0k , ilès1yeux * et ^ rMuirâilï ïtfèl * i ' ràï ) 1é < nîtent < jes yflatàfcjïâ ' titfïîs diËn ' Sf1ëS ' tîSsuVcùïà , nés ' et ) ^ ÙÏm6Miliês ^ ' s > r ; 1 ; - 1 • ' ■ M .","irritantes","http://data.odeuropa.eu/source/8f521b70-23f3-507a-982b-7bb7c90664b7/fragment/efe499d5-b861-5d40-8c8c-b2dd9537fbc9","' a \ - » iMi .: Bonnet vous engage bien à continuer vos 1 rechëpi » , ohes intéressantes * et il espèreqne votre premier tra » vail sera bientôt suivi d ' un ou de plusieurs atnires ; > > ' On tenta quelques essais à l ' Hôtel Dieu eh se servant âé la térébenthine ; mais , on les suspendit à1 « anse de l ' odeur désagréable qu ' elle répandait dans la salle .; < : On le voit le copeau est nécessaire et rien ne fiëiitie remplacer ; la térébenthine est désagréable et irrirahtfe ; là pdik noire ne renferme plus aucun dès principes résineux qui ohi fait la renommée de notre méthode ; 1 : ' D ' autres , mieux inspirés , ont songé à remplacer le pih — 6 — du Glai ' daz par d ' autres résineux et surtout par le pin Sylvestre : ils ont pu obtenir quelques .","désagréable","odeur","elle","térébenthine","salle","Hôtel Dieu","http://data.odeuropa.eu/actor/9677570b-675b-5460-9287-2e7627215ebf","Antoine  Chevandier","Notice sur l'emploi médical des bains de vapeur térébenthinée, à domicile, contre les affections rhumatismales, goutteuses, catarrhales, glandulaires, par le Dr Chevandier,...","https://gallica.bnf.fr/ark:/12148/bpt6k5783925r","1864","fr","http://data.odeuropa.eu/vocabulary/olfactory-objects/275","Turpentine","http://data.odeuropa.eu/time/eb87ecc6-9fe7-5dff-bbc1-70c245c11107","1864","1864","1864","https://sws.geonames.org/10322469/","Salle","https://sws.geonames.org/8505504/","Hotel Dieu","http://data.odeuropa.eu/emotion-type/approval","approval","http://data.odeuropa.eu/source/8f521b70-23f3-507a-982b-7bb7c90664b7/fragment/efe499d5-b861-5d40-8c8c-b2dd9537fbc9","Public domain"
