"@type","@id","@graph","label.0","label.1","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.0.words.3","source.excerpts.0.words.4","source.excerpts.0.words.5","source.excerpts.0.words.6","source.excerpts.0.words.7","source.excerpts.0.words.8","source.excerpts.0.words.9","source.excerpts.0.words.10","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.author.0.@id","source.author.0.label","source.label","source.date","source.language","carrier.0.@id","carrier.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","relevantExcerpt","adjective.0","adjective.1","adjective.2"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/8ba0278a-32c9-5e33-8ca2-17dc07626d05","http://data.odeuropa.eu/british-library","odour","scents","http://data.odeuropa.eu/source/fe25e04a-8f7c-5beb-ac0b-46aa0637718c","http://data.odeuropa.eu/source/fe25e04a-8f7c-5beb-ac0b-46aa0637718c/fragment/d495deb4-baa7-570f-9510-b4cc5f13d263","A pigeon would flutter to the lebbek tree and interject interject its muffled coo , like the ring of a sweet bell coming up through depths of pure spring water .Then several jackdaws 18 IN CAIRO in and indefinite impression of Cairo is like the unique and uncertain odour of the combining scents placed on your handkerchief handkerchief by the dealer in the bazaars .In its strange contrast to our own life , it is quite impossible to take Cairo seriously .","odour","scents","your","uncertain","of Cairo","unique","in the bazaars","your handkerchief handkerchief","combining","by the dealer","on your","http://data.odeuropa.eu/source/fe25e04a-8f7c-5beb-ac0b-46aa0637718c/fragment/d5f238b2-cf56-53d0-907c-3a6c75c989b1","Immediately Immediately the long line breaks into response , response , at first in quiet , slow , and measured tones , then faster and faster ; keeping time , time , time , in a sort of Cufic rhyme , by the swaying of their bodies .It is the Muslim creed they are affirming so IN CAIRO VII 51 And the vines are in blossom ; They give forth their fragrance .Arise my love , my fair one , and come So near is the Egyptian to the soil that even to himself under the hot sun he must seem almost as much a part of nature as the palm .","fragrance","their","They","the vines","http://data.odeuropa.eu/actor/9b44b8c1-71f7-5b5d-8fb6-266f729f78ce","William Morton FULLERTON","In Cairo","1891","en","http://data.odeuropa.eu/object/85ffe099-60df-549c-b4c8-64da05b8bf93","on your|your handkerchief handkerchief","http://data.odeuropa.eu/time/72add0cc-1e58-5a2b-8924-76c2aadd8ea4","1891","1891","1891","https://sws.geonames.org/360630/","Cairo","http://data.odeuropa.eu/place/b281b4bd-ea3d-55d7-9a70-ed2c73420460","in the bazaars","http://data.odeuropa.eu/source/fe25e04a-8f7c-5beb-ac0b-46aa0637718c/fragment/d495deb4-baa7-570f-9510-b4cc5f13d263","unique","uncertain","combining"
