"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.2.words.3","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.4.words.3","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.6.@id","source.excerpts.6.value","source.excerpts.6.words.0","source.excerpts.6.words.1","source.excerpts.6.words.2","source.excerpts.7.@id","source.excerpts.7.value","source.excerpts.7.words.0","source.excerpts.7.words.1","source.excerpts.7.words.2","source.excerpts.7.words.3","source.excerpts.7.words.4","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/9b7af366-7e67-521b-a0cb-0030529a4c34","http://data.odeuropa.eu/gallica","parfume","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/44139c9d-9f97-54aa-bfff-1c9a845767ce","Mais , si votre main qui s ’ en joue .A quelque bal , pour son parfum , La rapproche de votre joue , Son frais éclat devient commun .Il n ’ est pas de rose assez tendre Sur la palette du printemps , Madame , pour oser prétendre Lutter contre vos dix - sept ans .","parfum","bal","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/448c4e19-a6e3-589e-b156-b077f3c3482e","Mais bientôt , lasse d ’ art antique , De Phidias et de Vénus , Dans une autre stance plastique Elle groupe ses charmes nus * ÉMAUX ET CAMÉES Sur un tapis de Cachemire , C ’ est la sultane du sérail , lliant au miroir qui l ’ admire Avec un rire de corail ; La Géorgienne indolente , Avec son souple narguilhé , Étalant sa hanche opulente , Un pied sous l ’ autre replié .Et comme l ’ odalisque d ’ Ingres , De ses reins cambrant les rondeurs , En dépit des vertus malingres , En dépit des maigres pudeurs ! Paresseuse odalisque , arrière ! Voici le tableau dans son jour , Le diamant dans sa lumière ; Voici la beauté dans l ’ amour ! Sa tète penche et se renverse ; Haletante , dressant les seins , Aux bras du rcve qui la berce , Elle tombe sur ses coussins .Ses paupières battent des ailes Sur leurs globes d ’ argent bruni , Et l ’ on voit monter ses prunelles Dans la nacre de l ’ infini .","pudeurs","reins","malingres","maigres","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/46e9015f-e33d-52ba-ade2-dc06a2e65135","Je vous ai vus , blanches ramées , Pareils aux dessins que le froid Aux vilres d ’ argent étamées Trace , la nuit , avec son doigt .Je sais tous vos aspects superbes , Arbres géants , vieux marronniers , Mais j ’ ignore vos fraîches gerbes Et vos arômes printaniers .Adieu , je pars lassé d ’ attendre ; Gardez vos bouquets éclatants ! Une autre îleur suave et tendre , Seule à mes yeux fait le printemps , Que mai remporte sa corbeille ! 11 me suffit de cette fleur ; Toujours pour lame et pour l ’ abeille Elle a du miel pur dans Je cœur .","Arbres","arômes","printaniers","fraîches gerbes","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/5b6a52d4-a843-58c9-a912-5ed18fb8378d","> ' LA MANSARDE Sur les tuiles où se hasarde Le chat guettant l ’ oiseau qui boit , De mon balcon une mansarde Entre deux tuyaux s ’ aperçoit .Pour la parer d ’ un faux bien - être , Si je mentais comme un auteur , Je pourrais faire à sa fenêtre Un cadre de pois de senteur .Et vous y montrer lligolelle lliant à son petit miroir , Dont le tain rayé ne reflète Que la moitié de son œil noir ; Ou , la robe encor sans agrafe , Gorge et cheveux au vent , Margot Arrosant avec sa carafe Son jardin planté dans un pot ; Ou bien quelque jeune poète Qui scande ses vers sibyllins , En contemplant la silhouette De Montmartre et de ses moulins .","senteur","pois","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/83f81a92-0353-5007-96b0-74db74bffcb4","Belle de sa parure agreste S ’ épanouissant au eiel bleu , Et versant son partum modeste Pour la solitude et pour Dieu .Sans toueher à son pur calice Qu ’ agite un frisson de pudeur , Vous respirez avec délice Son àme dans sa fraîche odeur .Et tulipes au port superbe , Camélias si cher payés , Pour la petite fleur sous l ’ herbe , En un instant , sont oubliés ! LA FELLAH S U K UNE AQUARELLE UE LA PIUNCESSE JI Caprice d ’ un pinceau fantasque Et d ’ un impérial loisir , Votre fellah , sphinx qui se masque Propose une énigme au désir .","odeur","fraîche","délice","son pur calice","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/86aba5c1-aae5-5d7d-9971-0b83f4d1b3ee","ÉMAUX ET CAMÉES .211 Par le ciel d ’ azur ou de brume Par la chaude ou froide saison , Elle sourit , charme et parfume , Violette de la maison ! DERNIER Y ( Eli Voilà longtemps cpie je vous aime — L ’ aveu remonte à dix - huit ans ! Vous êtes rose , je suis blême ; J ’ ai les hivers , vous les printemps .Des lilas blancs de cimetière Pi • ès de mes tempes ont lleuri ; J ’ aurai bientôt la touffe entière Pour ombrager mon front flétri Mon soleil pâli qui décline Va disparaître à l ’ horizon , Et sur la funèbre colline Je vois ma dernière maison Oh ! que de votre lèvre il tombe Sur ma lèvre un tardif baiser , Pour que je puisse dans ma tombe , Le cœur tranquille , reposer ! PLAINTIVE TOURTERELLE Plaintive tourterel e , Qui roucoules toujours , Veux - tu prêter ton aile Pour servit ' mes amours ! Comme loi , pauvre amante , Bien loin de mon ramier Je pleure et me lamente Sans pouvoir l ’ oublier .","Violette","parfume","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/94d8baa6-cbe8-5e86-a01e-de0edd258d66","IV Sur la mode Parisienne Le Nord pose ses manteaux lourds , Comme sur une Athénienne Un Scythe étendrait sa peau d ’ ours .Partout se mélange aux parures Dont Palmyre habille l ’ Hiver , Le faste russe des fourrures Que parfume le vétyver .Et le Plaisir rit dans l ’ alcôve Quand , au milieu des Amours nus , Des poils roux d ’ une bète fauve Sort le torse blanc de Venus .","parfume","fourrures","Palmyre","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/b6492066-8dc9-514c-bf54-faa0cd653c71","Le porche à la lune se ronge , Le temps le sculpte à sa façon , Et la pluie a passé l ’ éponge Sur les couleurs de mon blason .Tout ému , je pousse la porte Qui cède et geint sur ses pivots ; Un air froid en sort et m ’ apporte Le fade parfum des caveaux .L ’ ortie aux morsures aiguës , La hardane aux larges contours , Sous les ombelles des ciguës , Prospèrent dans l ’ angle des cours .","parfum","air","je","fade","caveaux","http://data.odeuropa.eu/actor/b686c142-6901-5e5f-95a1-7cf4746b9ddf","Théophile  Gautier","Émaux et camées / Théophile Gautier","https://gallica.bnf.fr/ark:/12148/bpt6k3043806v","1872","fr","http://data.odeuropa.eu/vocabulary/olfactory-objects/76","Fur","http://data.odeuropa.eu/time/9bc75c91-6c9d-528e-be31-b75f36697ed4","1872","1872","1872","https://sws.geonames.org/8378566/","Palmyrene Empire","http://data.odeuropa.eu/source/4f097ff9-33dc-5759-b7fe-a2061f163b7f/fragment/94d8baa6-cbe8-5e86-a01e-de0edd258d66","Public domain"
