"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.1.words.4","source.excerpts.1.words.5","source.excerpts.1.words.6","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.2.words.3","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.3.words.2","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.5.words.2","source.excerpts.6.@id","source.excerpts.6.value","source.excerpts.6.words.0","source.excerpts.6.words.1","source.excerpts.7.@id","source.excerpts.7.value","source.excerpts.7.words.0","source.excerpts.7.words.1","source.excerpts.7.words.2","source.excerpts.7.words.3","source.excerpts.7.words.4","source.excerpts.7.words.5","source.excerpts.8.@id","source.excerpts.8.value","source.excerpts.8.words.0","source.excerpts.8.words.1","source.excerpts.8.words.2","source.excerpts.9.@id","source.excerpts.9.value","source.excerpts.9.words.0","source.excerpts.9.words.1","source.excerpts.10.@id","source.excerpts.10.value","source.excerpts.10.words.0","source.excerpts.10.words.1","source.excerpts.10.words.2","source.excerpts.10.words.3","source.excerpts.10.words.4","source.excerpts.10.words.5","source.excerpts.11.@id","source.excerpts.11.value","source.excerpts.11.words.0","source.excerpts.11.words.1","source.author.0.@id","source.author.0.label","source.genre.0.@id","source.genre.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/33a3e3de-9adf-5ac6-8034-14a3059bc103","http://data.odeuropa.eu/text-annotation","dehteča","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/04acaab3-7957-556d-8b1c-0c39f3453d4f","Iz začenjajočih vinogradov je dehtela prst, izpod gore se je v širokih curkih razlijal vonj po dozorelem brinju.","prst","dehtela","Iz začenjajočih vinogradov","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/1db5a65a-05f5-5014-8a1a-619eca9fee19","Vonj po potni polti, po namazanih laseh, po vinu in pivu, po čebuli in plesnivosti, in zraven zaprta okna in zaprta vrata.","Vonj"," pivu "," plesnivosti"," plesnivosti "," po vinu "," po čebuli ","po namazanih laseh ","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/2231cdbe-cd9d-5a51-b6eb-9cae1148edd7","Odšla je z njima iz dvorane v posebno sobo, kjer je stala na mizi pripravljena dehteča kava.","dehteča","kava"," Odšla je z njima iz dvorane v posebno sobo","na mizi ","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/3d1b3466-c7e0-5c7f-8bc5-1345c3f24cea","Velik šop jesenskih dehtečih rož, darilo pevcev, se je svetil, privezan na pokrov bele škatlje, v mlado sveže jutro.","rož","Velik šop","dehtečih","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/533ce281-64f1-5247-99a9-502fd8b7aafd","Svetila se je bela rožnata polt izpod prozornih čipk in pajčolanov, tankih kakor pajčevina, dehteli so lasje in mešal se je opojen vonj po vijolicah in rezedi, po narcisih in hijacintih.","lasje","dehteli","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/58417f9d-f02f-57c4-bc01-2391eef33b72","Gostilne in zasebne hiše prenapolnjene, vonj po premočenem usnju in po premočeni prašni obleki.","vonj"," po premočeni prašni obleki","po premočeni prašni obleki ","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/6d3a6e41-a741-552a-b632-083ac384a801","Ko se je polegel šum, je Demirose nadaljeval:\r\r\r\rBurlatti je primaknil mizico s kadilno opravo in ponudil Podlipniku dehtečo smotko.","smotko","dehtečo","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/90e5e7f3-0539-5cb2-a170-b3163d8cbd92","Vselej, kadar so se odprla in zaprla vrata za takšnim parom, je bruhnil na ulico curek vonja po neprezračenih prostorih, po preležanih, z mnogoletno nespoštljivostjo človeškega telesa nasičenih tapetah, divanih in posteljnini.","curek","vonja"," po preležanih","Vselej , kadar so se odprla in zaprla vrata za takšnim parom","na ulico","po preležanih ","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/950af7ea-020e-5586-9894-055e66b8a7aa","Kamor seže oko — valovita planota, v presledkih hrastičje, borovci, doline, vinogradi, njivice, senožetice, bele vasi z zvoniki, začrnelimi od dežja in burje, vse med blestečimi skalami, med dišečim brinjem.","dišečim","vse","brinjem","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/aac1f7d9-827a-59a4-92f1-bf9e8f8b5058","Mirko je že zgodaj sedel na voz k svoji skromni prtljagi, bič je zažvižgal po čistem vzduhu, konja sta potegnila.","čistem","vzduhu","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/dc9f0f01-171f-589c-bada-c528f4b28856","Iz vseh kotov vonj po plesnivosti in gnilobi, po starosti in smrti, vmes vonj po tisočletni jetnišnici.","vonj"," smrti"," po starosti "," smrti ","Iz vseh kotov","gnilobi ","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/de7c3a68-fe09-50fd-9a13-867aefa057d2","Po ulicah voz pri vozu, ropot, da so bolela ušesa, od tlaka puhteča soparica, vonj po prahu, iz stranskih ozkih ulic vonj po plesnivosti in umazanosti.","vonj","prahu","http://data.odeuropa.eu/actor/e3d9d1c4-4288-5877-852b-2df531d34a3e","Kostanjevec, Josip","http://data.odeuropa.eu/genre/LIT","Novels & poetry","Na sončnih tleh","http://nl.ijs.si/imp/wikivir/dl/WIKI00430-1915.html","1915","sl","http://data.odeuropa.eu/vocabulary/olfactory-objects/50","Coffee","http://data.odeuropa.eu/time/dcf54ad6-08b1-5472-9903-49539304a65a","1915","1915","1915","https://sws.geonames.org/93501/","Mayzī","http://data.odeuropa.eu/place/f0af5af9-c71b-5893-a2b9-cbb3a93b8556","Odšla je z njima iz dvorane v posebno sobo","http://data.odeuropa.eu/source/f209f842-62cf-5ce3-956f-829c6b37ea35/fragment/2231cdbe-cd9d-5a51-b6eb-9cae1148edd7"
