"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.3.words.2","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.6.@id","source.excerpts.6.value","source.excerpts.6.words.0","source.excerpts.6.words.1","source.excerpts.7.@id","source.excerpts.7.value","source.excerpts.7.words.0","source.excerpts.7.words.1","source.excerpts.7.words.2","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/9cbe540f-8679-546f-8d63-026541db1d40","http://data.odeuropa.eu/gallica","parfums","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/2d0478bb-14ee-5747-9045-ce0a4e541d93","— Verre .Fioles à parfums , de Rhodes et d ' Alexandrie , provenant du fonds Antoniadis .Celles de Rhodes sont tout - à - fait superbes .","Alexandrie","parfums","Rhodes","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/307ae6e8-356e-5eaf-b0ac-ce078e4de7dc","0m34 .Ibis embaumé ( Ibis religiosa de Savigny ) .SUR UN SUPPORT , A GAUCHE .","embaumé","Ibis","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/4b76c2d3-9f68-5988-bf99-4990acf7f8b5","— Albâtre .Trois petits vases à parfums .760 .","parfums","vases","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/9afa3cb4-5e98-50bd-a101-ea578b0e98a1","0m06 .Petit vase à parfums en forme de tête de Silène .Provenant de la Grèce .","parfums","tête","vase","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/a081df93-fa2c-5347-973b-034e2916f4d5","— Autres .Homme aspirant la senteur du lotus .1625 à 1629 .","Homme","senteur","lotus","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/a0b77803-0ac1-5680-b623-c7885711d283","Le naos est cintré et orné de denticules .Sur le cintre s ' élève un autel creux quadricuspidal , sur lequel on brulait les parfums .ALEXANDRIE .","parfums","autel","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/b65ee911-9fa2-507c-b932-8a248fdf6675","— Terre cuite .Fioles oblongues à parfums , appelées lacrymatoires .ALEXANDRIE .","parfums","Fioles","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/da8f81ac-a124-51fc-84e8-356654293590","De la tête divergent de nombreux « rayons formés d ' écailles qui vont s ' agrandis - « sant .Les deux compartiments extrêmes repré « sentent des fleurs , des fruits , et divers oiseaux « dont le plumage est rendu avec beaucoup de « vérité .Les bordures d ' encadrement sont « formées de simples ornements en zones et en « méandres .","fruits","fleurs","sentent","http://data.odeuropa.eu/actor/6d5df246-7995-5430-87e9-279fa54bafe3","Alexandrie","Catalogue des monuments exposés au musée gréco-romain d'Alexandrie / ville d'Alexandrie (Égypte) ; réd. par le command G. Botti,...","https://gallica.bnf.fr/ark:/12148/bpt6k65765747","1900","fr","http://data.odeuropa.eu/time/6f75d74c-fc7c-56c1-bb3b-9b8ab496dfa0","1900","1900","1900","https://sws.geonames.org/361058/","Alexandria","https://sws.geonames.org/6121750/","Rhodes","http://data.odeuropa.eu/source/a26cf14d-a9f0-57d9-8f93-38dde286c645/fragment/2d0478bb-14ee-5747-9045-ce0a4e541d93","Public domain"
