"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.1.words.4","source.excerpts.1.words.5","source.excerpts.1.words.6","source.excerpts.1.words.7","source.excerpts.1.words.8","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","carrier.0.@id","carrier.0.label","carrier.0.exemplifies","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","place.2.@id","place.2.label","emotion.0.@id","emotion.0.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/2eedac02-87f9-52ed-9808-b58c1d34e830","http://data.odeuropa.eu/gallica","odeur","http://data.odeuropa.eu/source/df9730a9-4b47-51b7-9951-32ffd9053d6f","http://data.odeuropa.eu/source/df9730a9-4b47-51b7-9951-32ffd9053d6f/fragment/2094f11d-80c6-517b-b425-154c9a8a51fd","Mais la vérité n ' est point un outrage , mesurer n ' est pas diminuer , et , dans l ' ordre littéraire , il est permis de faire ce que faisaient nos pères dans l ' ordre politique , et d ' écrire en tête d ' un livre ces mots respectueux et fiers : Remontrances au Roi ! Cela dit , constatons et signalons l ' écueil de cette royauté de l ' écrivain : c ' est l ' orgueil .Comment l ' orgueil n ' entrerait - il pas dans l ' âme de ces favoris du public ? 11 faudrait à un homme une vertu supérieure pour rester modeste au milieu de ce concert d ' éloges , d ' adulations , d ' hyperboles , pour n ' être pas grisé par le parfum capiteux de tous les encensoirs qu ' on balance devant lui .Tant que cet orgueil est satisfait , il demeure facilement aimable et souriant dans son nimbe d ' or et d ' azur .","parfum","capiteux","les encensoirs","http://data.odeuropa.eu/source/df9730a9-4b47-51b7-9951-32ffd9053d6f/fragment/e205f7e7-a8a6-5236-952b-26c1808b68e1","Rien de plus .L ' auditoire , avant le lever du rideau , était donc très en éveil , il y avait une odeur de poudre de guerre dans l ' air , le soir de la première représentation , et le Tout - Paris de ces solennités se préparait comme à une fête cruelle .Stéphane assistait à cette première représentation , pour laquelle un fauteuil d ' orchestre lui avait été adressé par le théâtre , suivant l ' habitude .","Paris","odeur","air","Tout","auditoire","poudre de guerre","avant le lever du rideau","ces solennités","le soir de la première représentation","http://data.odeuropa.eu/actor/5201f294-bbd4-5c11-ac95-28ad9f8c5118","Henri de  Bornier","Le jeu des vertus : roman d'un auteur dramatique / Vte Henri de Bornier","https://gallica.bnf.fr/ark:/12148/bpt6k9687782x","1886","fr","http://data.odeuropa.eu/vocabulary/olfactory-objects/417","Air","http://data.odeuropa.eu/vocabulary/olfactory-objects/417","http://data.odeuropa.eu/time/cf202db9-febf-584e-9501-ba6356d75cf6","1886","1886","1886","https://sws.geonames.org/2988507/","Paris","https://sws.geonames.org/6276785/","Marj et Tout","http://data.odeuropa.eu/place/4c8faabb-e13b-5706-b5da-1c75568cdddb","ces solennités","http://data.odeuropa.eu/vocabulary/plutchik/fear","fear","http://data.odeuropa.eu/source/df9730a9-4b47-51b7-9951-32ffd9053d6f/fragment/e205f7e7-a8a6-5236-952b-26c1808b68e1","Public domain"
