"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.3.words.2","source.excerpts.3.words.3","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.4.words.3","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","emotion.0.@id","emotion.0.label","emotion.1.@id","emotion.1.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/1e3a7bae-c69d-5b9d-bae9-dc58f0467db7","http://data.odeuropa.eu/gallica","parfums","http://data.odeuropa.eu/source/19d7553a-0639-5407-994f-47e2e0e48a03","http://data.odeuropa.eu/source/19d7553a-0639-5407-994f-47e2e0e48a03/fragment/078ddb7e-3e7d-55b5-8f24-241e340ad0f1","L ' oeil allumé , les dents serrées , mademoiselle Tonyne disait : — Faites - vous bien belles , les jolies filles , voilà un galant qui vous est promis .Il aime les douces odeurs , la toile fine , les coquets atours .Là , qu ' on se pare , voilà l ' irrésistible vainqueur ! — Aïe ! .","odeurs","douces","http://data.odeuropa.eu/source/19d7553a-0639-5407-994f-47e2e0e48a03/fragment/1e60d320-c2d8-585b-ad63-d0a3577db724","Un stoïcien avait écrit : Je n ' aime pas la viande dure dans la sauce rance , et j ' en mange .Un nouveau venu avait écrit : Je n ' irai plus au cabaret voisin , on a servi un gigot , et c ' est l ' hôtesse qui sentait l ' ail .Un misanthrope du pays catalan avait charbonné ce dicton : La espina quant naix ja piqua .","sentait","ail","cabaret voisin","http://data.odeuropa.eu/source/19d7553a-0639-5407-994f-47e2e0e48a03/fragment/51e95ff2-e62c-51a6-8964-3c168edef204","Chamirade a visité l ' Espagne pas à pas ; l ' Italie , l ' année suivante , et depuis , l ' Allemagne , la Turquie , la Grèce , la Perse , le Maroc , la Chine et le Japon .Galant époux , de Madrid il a rapporté une mantille ; une relique de Rome , un pot à bière de Francfort ; de Constantinople un tapis ; un châle d ' Ispahan ; des parfums de Tanger ; un écran de Yeddo , et de Pékin un éventail , à sa femme .Tout un mois le galant voyageur reste à Paris , le mois de mai : la fièvre le tient à chaque anniversaire de ce mois de mai où M .","Ispahan","parfums","http://data.odeuropa.eu/source/19d7553a-0639-5407-994f-47e2e0e48a03/fragment/6c25ed9f-947e-50d0-ac8a-8895b8e915b6","» Revenez à nous .» Dans les premiers temps , je le sais , l ' odeur du musc vous déplaira fort , et puis , il faudra vous habituer à la vue de nos épaules blanches .Pactisons .","fort","odeur","musc","je","http://data.odeuropa.eu/source/19d7553a-0639-5407-994f-47e2e0e48a03/fragment/b4c4e394-24fb-50dc-b359-e9c15a1102ed","A cet instant le gaz s ' éteignit ; alors le tumulte redoubla .D ' honnêtes personnes eurent à rougir , à la grande fureur de leurs amants ; elles connurent l ' odeur du mauvais vin .10 110 L ' INSOUMIS .","odeur","mauvais vin","honnêtes personnes","leurs amants","http://data.odeuropa.eu/actor/185fd4b0-8589-56e6-bc2f-c5a4f4614343","Jean  Dolent","L'insoumis : roman / par Jean Dolent ; eau-forte par Eugène Millet","https://gallica.bnf.fr/ark:/12148/bpt6k5471522h","1871","fr","http://data.odeuropa.eu/time/0b6f721b-0193-53b4-89be-82c79672593a","1871","1871","1871","https://sws.geonames.org/418863/","Isfahan","http://data.odeuropa.eu/vocabulary/plutchik/admiration","admiration","http://data.odeuropa.eu/emotion-type/pride","pride","http://data.odeuropa.eu/source/19d7553a-0639-5407-994f-47e2e0e48a03/fragment/51e95ff2-e62c-51a6-8964-3c168edef204","Public domain"
