"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.0.words.3","source.excerpts.0.words.4","source.excerpts.0.words.5","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","smellSource.1.@id","smellSource.1.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","place.2.@id","place.2.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/43707a30-86ae-594c-b659-6f0c0b807ceb","http://data.odeuropa.eu/gallica","parfum","http://data.odeuropa.eu/source/df10240c-ad81-5e11-b168-200baec21fbe","http://data.odeuropa.eu/source/df10240c-ad81-5e11-b168-200baec21fbe/fragment/d1e0d419-916e-507c-910c-6c9f7d922a98","Mes frères et moi avons vécu toute notre vie dans une parfaite union , il n ' y a jamais eu entre nous de dissentiment qui ait duré une heure .Le Psalmisle compare l ' union des frères à la rosée du mont Hermon , et au parfum répandu sur la barbe d ' Aaron .« Ah ! que c ' est une douce « chose , s ' écrie - t - il , que les frères soient unis ensemble ! « C ' est là que le Seigneur répand sa bénédiction , et une « longue vie ! » Mes fils ne devront jamais oublier qu ' ils sont les prolecteurs naturels de leur soeur .","parfum","rosée","mont","Hermon","mont Hermon","Psalmisle","Je recommande l'âme de ma femme...","https://gallica.bnf.fr/ark:/12148/bpt6k56243483","1864","fr","http://data.odeuropa.eu/vocabulary/olfactory-objects/529","Rosehip","http://data.odeuropa.eu/vocabulary/olfactory-objects/611","Watch","http://data.odeuropa.eu/time/eb87ecc6-9fe7-5dff-bbc1-70c245c11107","1864","1864","1864","https://sws.geonames.org/169612/","Mount Hermon","https://sws.geonames.org/6252331/","Mount Hermon","http://data.odeuropa.eu/place/e6e0a981-9692-5303-9c7e-bf95b5f9d6ae","mont","http://data.odeuropa.eu/source/df10240c-ad81-5e11-b168-200baec21fbe/fragment/d1e0d419-916e-507c-910c-6c9f7d922a98","Public domain"
