"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/4f5e6153-fad0-5141-b613-43780e1a1b54","http://data.odeuropa.eu/medical-heritage","odours","http://data.odeuropa.eu/source/4a9673c4-87de-5271-90ae-53c86c13fa11","http://data.odeuropa.eu/source/4a9673c4-87de-5271-90ae-53c86c13fa11/fragment/c9ded17d-38e3-5429-bca0-a2e8b74049a5","Offensive Trades At the end of the year there were two names on the List of Proprietors of offensive trades under Section 107 , Public Health Act , 1936 .Complaints of offensive odours were still received relating to one firm situated close to the centre of the town .Legal proceedings were pending at the end of the year .","offensive","odours","close to the centre of the town","http://data.odeuropa.eu/source/4a9673c4-87de-5271-90ae-53c86c13fa11/fragment/d5f9d984-0ad5-5590-9fe8-e1c48c07aa40","Legal proceedings were pending at the end of the year .Numerous complaints were received concerning odours emanating from vehicles passing through the town .Byelaws are to be made under Section 81 of the Public Health Act 1936 in order to control this type of nuisance .","odours","through the town","from vehicles","http://data.odeuropa.eu/actor/f3436cbe-8473-5471-b1e5-d88dc36520b2","Northampton . County Borough Council. n 87129555","[Report 1973]","http://archive.org/details/b29918327","1973","en","http://data.odeuropa.eu/time/ec65bca7-fdfd-5e97-9839-8842fe13fb4d","1973","1973","1973","https://sws.geonames.org/11191628/","Agricultural Directorate","http://data.odeuropa.eu/place/00865f79-843e-5ac9-b073-55f8267754b4","through the town","http://data.odeuropa.eu/source/4a9673c4-87de-5271-90ae-53c86c13fa11/fragment/d5f9d984-0ad5-5590-9fe8-e1c48c07aa40"
