"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.label","source.url","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/91ac85a2-857c-554a-9d40-382fa1b7ef12","http://data.odeuropa.eu/gallica","parfums","http://data.odeuropa.eu/source/201da8f7-b13d-5d98-819d-70ef01916fd5","http://data.odeuropa.eu/source/201da8f7-b13d-5d98-819d-70ef01916fd5/fragment/1452e980-9254-5cf3-9b42-106aff0d2f63","2 3 — Six petites coupes rondes en cuivre gravé à figures et ornements divers rehaussés d ' argent .24 — Un vase brûle - parfum , à couvercle , de forme surbaissée en cuivre gravé et repercé à jour , et un flacon de Kalian en bronze gravé .2 5 — Plateaux rond en cuivre gravé à bandeaux de sujets à personnages .","parfum","vase","flacon","http://data.odeuropa.eu/source/201da8f7-b13d-5d98-819d-70ef01916fd5/fragment/8dda25c1-0849-5ba4-9ae3-507f7c21657c","Paris , — Typ , PILLET et DUMOULIN , 5 , rue ios CiranJs - Atigustin - .DÉSIGNATION DES OBJETS OBJETS EN DAMAS 1 — Deux brûle - parfums formés chacun d ' un coq enfer damasquiné d ' or etd ' argentsur socles carrés à ornements et inscriptions .2 — Deux autres brûle - parfums formés chacun d ' un canard , de même travail que ceux qui précédent .","parfums","coq","OBJETS OBJETS","EN DAMAS","Objets de la Perse, damas, cuivres, coffrets, faïences, tapis et étoffes, objets divers... / [expert] Charles Mannheim","https://gallica.bnf.fr/ark:/12148/bpt6k12445333","1882","fr","http://data.odeuropa.eu/time/260c497d-a092-5af7-b2cf-cfe26f14f0f6","1882","1882","1882","https://sws.geonames.org/170654/","Damascus","http://data.odeuropa.eu/source/201da8f7-b13d-5d98-819d-70ef01916fd5/fragment/8dda25c1-0849-5ba4-9ae3-507f7c21657c","Public domain"
