"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.0.words.3","source.excerpts.0.words.4","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/714e33e5-60df-58cd-b15c-0bbb66ca89c7","http://data.odeuropa.eu/gallica","parfumerie","http://data.odeuropa.eu/source/f4c89533-e877-5375-99c5-3d7e1e27d50c","http://data.odeuropa.eu/source/f4c89533-e877-5375-99c5-3d7e1e27d50c/fragment/8422bcf0-4987-5c90-8241-d8fb41a9e9b6","000 mètres cubes et un produit en écorces de 36 , 000 quintaux métriques .Le Styrax , une ébénacée , dont le suc produit un baume très recherché pour la parfumerie , abonde dans le liva de Mougla , surtout dans le caza de Keuïdjiès .Mines .","Styrax","parfumerie","ébénacée","caza de","le liva de Mougla","http://data.odeuropa.eu/actor/8fff12b9-83ea-558d-82b0-d8c827cc2424","Union micrasiatique de Smyrne","Etude sur l'avenir économique de l'Asie mineure / Union micrasiatique de Smyrne","https://gallica.bnf.fr/ark:/12148/bpt6k6201859c","1919","fr","http://data.odeuropa.eu/vocabulary/olfactory-objects/217","Styrax","http://data.odeuropa.eu/time/3eb320dd-bd35-5425-b589-ad263e6e87ff","1919","1919","1919","https://sws.geonames.org/280572/","Akkar","http://data.odeuropa.eu/place/5a564b40-be5c-53d6-955e-d2608f411c0f","le liva de Mougla","http://data.odeuropa.eu/source/f4c89533-e877-5375-99c5-3d7e1e27d50c/fragment/8422bcf0-4987-5c90-8241-d8fb41a9e9b6","Public domain"
