"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.0.words.3","source.excerpts.0.words.4","source.excerpts.0.words.5","source.excerpts.0.words.6","source.excerpts.0.words.7","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","carrier.0.@id","carrier.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","place.2.@id","place.2.label","place.3.@id","place.3.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/ca33289d-41ca-5d70-94f4-f627c064ab25","http://data.odeuropa.eu/medical-heritage","smells","http://data.odeuropa.eu/source/5455fcfd-b202-5a50-9358-f14ee7970198","http://data.odeuropa.eu/source/5455fcfd-b202-5a50-9358-f14ee7970198/fragment/a4401619-986b-5075-9a6c-758a177b4210","Thirty - eight visits have been made during the year , and the general sanitary condition and water supply were satisfactory .At three of the schools , headmasters were interviewed concerning smells in the W .C .","in","smells","in the","W","At three of the schools","W .","headmasters","the W","http://data.odeuropa.eu/actor/17c148f3-7c3c-5007-89a8-df7ff4de7a14","Bredbury and Romiley . Urban District Council","[Report 1946]","http://archive.org/details/b28947757","1946","en","http://data.odeuropa.eu/object/8af6017c-4f86-56af-aa45-5a235c45b50e","in|in the|the W|W","http://data.odeuropa.eu/time/56db6bca-d6b3-5078-9c7d-b0d3b0f1f095","1946","1946","1946","https://sws.geonames.org/1159456/","Sistan and Baluchestan","https://sws.geonames.org/3573374/","The Valley","http://data.odeuropa.eu/place/62e67ee7-9b96-5caf-b50d-c5a4f093ab0a","At three of the schools","http://data.odeuropa.eu/place/da219f78-9a8d-5923-ae1e-ed11df57bef2","in","http://data.odeuropa.eu/source/5455fcfd-b202-5a50-9358-f14ee7970198/fragment/a4401619-986b-5075-9a6c-758a177b4210"
