"@type","@id","@graph","label.0","label.1","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.0.words.3","source.excerpts.0.words.4","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","emotion.0.@id","emotion.0.label","emotion.1.@id","emotion.1.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/36ff886c-343a-5a3b-a83d-65faab37819b","http://data.odeuropa.eu/gallica","Parfume","Parfumerie","http://data.odeuropa.eu/source/cb1657f7-0873-5d4c-a1a7-e78ebcafccc4","http://data.odeuropa.eu/source/cb1657f7-0873-5d4c-a1a7-e78ebcafccc4/fragment/4bd57443-677b-55a0-b95e-94096b1a8201","45 en tiinbbres - poste .Grandi ! Parfumerie de le et des altistes Gapnior - Gables 26 , AVENUE UE LA GARE , 26 - NICE Seulo Maison vendant la Parfume rie au prix réduits des Grands Magasins de Paris l * ÉI * OT ( ■ I RAI , des Fards Leiclmer , Dorin , Mothiron , etc .— Tôi ' éphorta B - 03 zzzz : POINTAGE DES FEUILLES Nouveaux Fonctionnaires Tout député entrant an séance devra désormais signer nne fenil le de présence .","Parfume","Parfumerie","26 - NICE","AVENUE UE LA GARE","Magasins de Paris","Le Soleil de Nice : seul organe publiant trois fois par semaine la liste officielle des étrangers à Nice, programme des fêtes, nouvelles, théâtres, chroniques, échos mondains","https://gallica.bnf.fr/ark:/12148/bpt6k4523917v","1911-01-10","fr","http://data.odeuropa.eu/vocabulary/olfactory-objects/65","Perfume","http://data.odeuropa.eu/time/f5e9feb3-be5d-51f3-aed4-ed6cd07d6d98","1911-01-10","1911-01-10","1911-01-10","https://sws.geonames.org/11979603/","Bon Marché de Paris","http://data.odeuropa.eu/place/ed6e5fd5-c9ce-524f-bd55-1991c5b65ae0","AVENUE UE LA GARE","http://data.odeuropa.eu/vocabulary/plutchik/admiration","admiration","http://data.odeuropa.eu/emotion-type/gratitude","gratitude","http://data.odeuropa.eu/source/cb1657f7-0873-5d4c-a1a7-e78ebcafccc4/fragment/4bd57443-677b-55a0-b95e-94096b1a8201","Public domain"
