"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.3.words.2","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.5.words.2","source.excerpts.6.@id","source.excerpts.6.value","source.excerpts.6.words.0","source.excerpts.6.words.1","source.excerpts.7.@id","source.excerpts.7.value","source.excerpts.7.words.0","source.excerpts.7.words.1","source.excerpts.7.words.2","source.excerpts.7.words.3","source.excerpts.8.@id","source.excerpts.8.value","source.excerpts.8.words.0","source.excerpts.8.words.1","source.excerpts.9.@id","source.excerpts.9.value","source.excerpts.9.words.0","source.excerpts.9.words.1","source.excerpts.10.@id","source.excerpts.10.value","source.excerpts.10.words.0","source.excerpts.10.words.1","source.excerpts.11.@id","source.excerpts.11.value","source.excerpts.11.words.0","source.excerpts.11.words.1","source.excerpts.12.@id","source.excerpts.12.value","source.excerpts.12.words.0","source.excerpts.12.words.1","source.excerpts.12.words.2","source.excerpts.13.@id","source.excerpts.13.value","source.excerpts.13.words.0","source.excerpts.13.words.1","source.excerpts.13.words.2","source.excerpts.14.@id","source.excerpts.14.value","source.excerpts.14.words.0","source.excerpts.14.words.1","source.excerpts.15.@id","source.excerpts.15.value","source.excerpts.15.words.0","source.excerpts.15.words.1","source.excerpts.15.words.2","source.author.0.@id","source.author.0.label","source.genre.0.@id","source.genre.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/6a3c3d4d-f4f6-53d5-b404-6f20f5eae1bb","http://data.odeuropa.eu/text-annotation","duhteče","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/0f68c072-36b4-5112-9543-b4e3cdcc0d10","„Alma, ti si moja ...“\r\rNaglas je vzkliknil in nato segel na pisalno mizo po kristalno čašico, kjer so dehtele njene vijolice, in iskreno jih je pritisnil k ustnicam in vsak kelih cvetlice je pil gorkoto velike ljubezni — — —\r\rNekdo potrka.","vijolice","dehtele","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/11471a50-99f2-53ba-ac05-7f4d89e3da8a","Tedaj vstopi Klešman z velikim krožnikom, obloženim z dehtečimi klobasicami.","dehtečimi","z velikim krožnikom","klobasicami .","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/20f98a1c-edbf-5d7e-9a56-23868c815eff","V jasnih majevih večerih, preplutih blaženega vonja, pa je pred kočo na hribcu naslanjala Maretka glavo na Petrove prsi.","blaženega","vonja","V jasnih majevih večerih","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/2d2c5c66-9108-5fa5-9093-a56734011bcb","Tako blaženo niso dehtele nobene vijolice, in solnce se še ni nikdar smejalo s tako sladkim smehom iznad brezkončnega baldahina.","Tako blaženo","vijolice","dehtele","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/33859c6b-12ee-51ca-bd58-cab8e5408d1f","Skozi okno je sijal zadnji večerni žarek in poljubil duhteče vijolice na mizi.","duhteče","vijolice","na mizi .","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/3f3ca270-95e3-526f-8b3b-0d823c7e83d0","Čutil je tuintam, kadar je zavel mimo njegovih lic v hitrem plesu dehteči, gorki dih Pavle, da mu pluskajo valovi do ust — do oči, da se mu bo zvrtelo in da stori nekaj, česar se morda še pokesa.","dih","dehteči","Pavle","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/4735b1ce-428d-5047-b9cd-fe6280d7c777","Čedalje bolj nervozno je odpiral steklenke, duhal, skimaval z glavo, ogledoval kirurgično orodje ter je jezno metal v predale.","steklenke","duhal","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/56a4d9d9-2960-52e9-b278-61d38d5289de","Ali povem ti takoj, da moj sodnijski nos v tem grmovju duha še drugo divjačino!","duha","moj sodnijski nos","v tem grmovju","še drugo divjačino","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/58ab8c9e-7e55-5f79-a0c8-aaa63ce09e6b","Komaj je trenutek zasanjani, kakor bi sedel na dehtečo travo po dolgem potu, že je zazvenelo zopet orožje, razvili sta se dve zastavi: Pavla — principi ...","travo","dehtečo","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/67c27cb2-3587-5750-b868-1aa13aea7350","“\r\r„Kar si mi povedal, diši skoro po policiji.","diši","po policiji .","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/69113df7-8bc9-5f32-b619-c187e3059bb8","V bujnih laseh se je svetilo nekaj briljantov, kakor bi sredi črne noči gorela kresnica v dehteči pinijevi travi.","dehteči","pinijevi travi","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/959c01d4-c44e-5f1f-a8e1-d10b65b1d61b","Vojske zmagujejo z našo krvjo, palače se dvigajo pod našimi kladivi, vsaka skodelica juhe, vsak kos pečenke in vsaka prežganka in suha skorja, ki pride na mizo — vsaka je hčerka žuljavih rok. — Tovariši, to smo mi, to so tisti naši zaničevani žulji, ki so večjega spoštovanja vredni, nego dehteče rokavice, ki varujejo belo roko gorkega solnca.","rokavice","dehteče","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/9bf5d4da-0391-56e0-9e02-f09feffbcd98","Vonj njenega parfuma se je pretakal po zraku, omamna gorkota je plula krog Vinkota in govoril ji je vedno tiše in tiše ...","Vonj","parfuma","po zraku ,","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/c2b35dea-7b96-5262-9e94-1c0bdd91319b","Vse je bilo svečano, pomlad je duhtela v najlepšem cvetju.","pomlad","duhtela","v najlepšem cvetju .","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/cfd8111e-fad8-5480-afed-d6623a7a012a","V mraku je dišalo po sajah.","dima","dišalo","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/f0563cb0-cecc-5819-8ad2-877d21cc30f1","Črn stolp dima se je v brezvetrnem vzduhu dvigal visoko in se spajal s sivo meglo, ki je ležala tako nizko, da je tičal cerkveni stolp s križem v njej, kakor bi bil pribit na velikanski plafon.","dima","vzduhu","visoko","http://data.odeuropa.eu/actor/2edd7343-d4c3-5838-8856-77e3e773fedc","Saleški Finžgar, Fran","http://data.odeuropa.eu/genre/LIT","Novels & poetry","Iz modernega sveta","http://nl.ijs.si/imp/wikivir/dl/WIKI00496-1904.html","1904","sl","http://data.odeuropa.eu/vocabulary/olfactory-objects/223","Violet","http://data.odeuropa.eu/time/9866b63b-c635-5d3c-be7a-0a79520cd327","1904","1904","1904","https://sws.geonames.org/93501/","Mayzī","http://data.odeuropa.eu/source/71b5c756-05c9-5ccd-bce7-3f54bfdb6163/fragment/33859c6b-12ee-51ca-bd58-cab8e5408d1f"
