"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.2.words.3","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","emotion.0.@id","emotion.0.label","relevantExcerpt","adjective"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/272d1e7f-4744-5d70-acb7-266f9695ddf1","http://data.odeuropa.eu/wikisource","smells","http://data.odeuropa.eu/source/aecbd509-ce99-599a-a6ee-b5c5b307d38e","http://data.odeuropa.eu/source/aecbd509-ce99-599a-a6ee-b5c5b307d38e/fragment/4267cb96-b710-5c3c-baea-5a15ac90606e",".VERUS : You are right : a joy so long awaited must not be born among these sinister rocks , where floats an odor of death and madness ..","odor","of death","madness","http://data.odeuropa.eu/source/aecbd509-ce99-599a-a6ee-b5c5b307d38e/fragment/7209c35e-5b4b-5de3-99b9-f8270d8a30c0",".I have never seen so many cripples , vagrants and evil - smelling sick people gathered together ..","smelling","I","evil","http://data.odeuropa.eu/source/aecbd509-ce99-599a-a6ee-b5c5b307d38e/fragment/91b36cea-b531-5a1f-b50a-47012e0dd3db",".SILANUS : She told me that she was fleeing from the fanaticism of the Jews , the tumult and the sickening smells , which increase twofold at Jerusalem as the Passover approaches ..","sickening","smells","at Jerusalem","as the Passover approaches","http://data.odeuropa.eu/actor/dd1e9171-3a1e-5940-ab3a-7517e2c0e7c9","Maurice Maeterlinck","Mary Magdalene: A Play In Three Acts","https://en.wikisource.org/wiki/Mary_Magdalene:_A_Play_In_Three_Acts","1910","en","http://data.odeuropa.eu/time/08d78d7b-da9b-5eb6-adb7-ed731b7b0357","1910","1910","1910","https://sws.geonames.org/7303419/","East Jerusalem","http://data.odeuropa.eu/vocabulary/plutchik/fear","fear","http://data.odeuropa.eu/source/aecbd509-ce99-599a-a6ee-b5c5b307d38e/fragment/91b36cea-b531-5a1f-b50a-47012e0dd3db","sickening"
