"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.1.words.4","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.2.words.3","source.excerpts.2.words.4","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.3.words.2","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.4.words.3","source.excerpts.4.words.4","source.excerpts.4.words.5","source.excerpts.4.words.6","source.excerpts.4.words.7","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.5.words.2","source.excerpts.6.@id","source.excerpts.6.value","source.excerpts.6.words.0","source.excerpts.6.words.1","source.excerpts.6.words.2","source.excerpts.6.words.3","source.excerpts.7.@id","source.excerpts.7.value","source.excerpts.7.words.0","source.excerpts.7.words.1","source.excerpts.7.words.2","source.excerpts.8.@id","source.excerpts.8.value","source.excerpts.8.words.0","source.excerpts.8.words.1","source.excerpts.8.words.2","source.excerpts.9.@id","source.excerpts.9.value","source.excerpts.9.words.0","source.excerpts.9.words.1","source.excerpts.10.@id","source.excerpts.10.value","source.excerpts.10.words.0","source.excerpts.10.words.1","source.excerpts.10.words.2","source.excerpts.10.words.3","source.excerpts.10.words.4","source.excerpts.10.words.5","source.excerpts.10.words.6","source.excerpts.11.@id","source.excerpts.11.value","source.excerpts.11.words.0","source.excerpts.11.words.1","source.excerpts.11.words.2","source.excerpts.11.words.3","source.excerpts.11.words.4","source.excerpts.11.words.5","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/8d417cb6-73ee-5710-89c4-5846d525ba25","http://data.odeuropa.eu/medical-heritage","perfumes","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/04f2398f-9eba-54d3-b6e9-2ce91c0aa8eb","6641 , 546 - 47 ( Associated ) .' â    Snow Maiden "" ; for toilet preparations ( not medi - cated ) , cosmetics , soaps , perfumes and hair lotions ; preparations and sulDstances for laundry use ; cleaning , polishing , scouring and abrasive preparations ( 3 ) .By Osogood , Ltd .","hair","perfumes","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/08d29820-4697-5d74-a2ec-558f9bb92ea4","The rates are for bulk supplies , naked ex works .670 THE CHEMIST TRADE ( From "" The Trade Marks Journal , "" May 14 ) "" Sirocco "" ; for perfumes , toilet preparations ( not medicated ) , cosmetics and soap ( 3 ) .By Parfums Lucien Lelong , 13 rue Alphonse - de - Neuville , Paris .","soap","perfumes","cosmetics","toilet preparations",""" Sirocco","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/0e876e4a-2264-5c00-b29c-f29db1c228b5","643 , 183 ."" Mi Mai "" ; for toilet preparations ( not medi - cated ) , cosmetics , perfumes , perfumed soap , and preparations for the teeth and hair ( 3 ) .By Guerlain , Ltd .","soap","perfumed","perfumes","cosmetics","preparations","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/4cae4bb4-7931-5ba2-b3b3-82aa92824d34","I C For containers and display outers , and especially for shallow packs , our Patent carton with the clips is unquestionably , in material and labour , the most economical style available today \ B0XFOLDIA ETD BOURNBROOK , BIRMINGHAI ^ i Grams : ' Boxioldia , Birmingham Phone : Sell / Oak 1 164 X THE CHEMIST AND DRUGGIST SUPPLEMENT June 7 .1947 30 , 000 , 000 PEOPLE u > ia4ee the ev & uicote YOU WILL SEE YOUR PROFITS SOAR WHEN YOU STOCK AND DISPLAY 311 EMII0 DISINFECTANT nAHilM ANTISEPTIC with the sea - bree \ e fragrance Made by THE BRITISH DISINFECTANT CO .LTD .","fragrance","by THE BRITISH DISINFECTANT CO","the sea - bree","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/9eaa7c90-3ca5-52b5-a2a8-11cc81c5cc58","You will find Preemo Essences easy to use , economical , and pure .Thus Preemo has won fame as â   THE * ESSEMCe ' OFJA GOOD PERFUME For Lotions , Frictions , Shampoos , Bath Salts , Oils , Creams , Pomades , Powders and Perfumes .PRICE LIST ON REQUEST Write or Phone PREEMO & SILKS TOILET CO .","Perfumes","Oils","Creams","Pomades","Powders","Shampoos","Bath Salts","Frictions","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/a0963b28-212a-53c6-9738-0d9954e30a38","20 .THE CHEMIST AND DRUGGIST SUPPLEMENT June 7 , 1947 WANTED TO PURCHASE PERFUMERY BUSINESS holding licence to import French Perfumes for sale in the Home and Export markets .Advertiser is world famous in the fashion industry and would consider purchasing a control - ling interest in a progressive firm .","French","Perfumes","in the Home","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/cc15a9ff-ee86-55c8-a02b-0d93e2a05c16","In spite of still higher prices paid to the farmers for the flowers , many of the houses off "" ering flower oils have reduced their prices .There has been a drop in the sales of perfumes in most countries , particularly in America , he says , consequently the users of flower oils are un - willing to pay rising prises .Stocks of per - fumery raw materials remaining in the hands of firms in Grasse are possibly considerable .","flower","perfumes","in America","in most countries","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/d0f70ed5-a174-5fa6-9b2e-bc1a68aeb8af","During his visit ( May ) , he writes , the crops being worked were orange flowers , rose centifolia , and narcisse , all of which are extracted with petroleum ether .Farmers are still gathering their orange flowers by spreading a cloth under the trees , on to which they drop the flowers â   a cascade of living perfume .In spite of still higher prices paid to the farmers for the flowers , many of the houses off "" ering flower oils have reduced their prices .","perfume","the flowers","living","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/d1a0761d-28ed-5dcf-8ee7-b6baf82b9ec3","Y / .IS Order early to ensure supplies â   DDT FLY CARDS Odourless DDT Spray Pine Odour DDT Spray Pine Fluids .Pine Needles , etc .","Odour","Odourless DDT Spray Pine","DDT Spray Pine Fluids","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/dbc814f1-608a-5e17-9a97-5c9b2ae55cc0","Give your Beauty and Toilet pre - parations that ' essential * touch of Quality .Add Preemo Perfume Essencesâ   they are used by almost every Manufacturer and Chemist of repute .Preemo Perfume Essences impart the natural fragrance of the fresh - picked flower , thus making your preparations delightfully attractive .","Perfume","Preemo","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/defcdc29-a26a-55ac-af68-3d39d9237254","641 , 167 ."" Lammas ' s Devon Violets "" in distinctive letter - ing ; for violet perfume , and toilet , face and talcum powder containing violet perfume ; "" Lammas ' s Devon Woodland "" in distinctive lettering ; for perfumes , toilet , face and talcum powder ( 3 ) .By A .","violet","perfume","perfumes","face","talcum powder",""" Lammas ' s Devon Woodland",""" Lammas ' s Devon Violets","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/fefc38af-704b-57a9-9af1-527285572e01","Add Preemo Perfume Essencesâ   they are used by almost every Manufacturer and Chemist of repute .Preemo Perfume Essences impart the natural fragrance of the fresh - picked flower , thus making your preparations delightfully attractive .You will find Preemo Essences easy to use , economical , and pure .","Perfume","natural","fragrance","Essences","Preemo","of the fresh - picked flower","http://data.odeuropa.eu/actor/20330cbd-d93b-5540-9e48-2fcc1f67012d","UBM","The chemist and druggist [electronic resource]","http://archive.org/details/b19974760M3668","1947","en","http://data.odeuropa.eu/vocabulary/olfactory-objects/72","Flower","http://data.odeuropa.eu/time/5f80dfa4-d5bc-5c4a-b05d-a1a37fee8072","1947","1947","1947","https://sws.geonames.org/11595771/","Most Sacred Heart of Jesus Church","https://sws.geonames.org/6255150/","South America","http://data.odeuropa.eu/source/ba865164-356d-5fb2-8632-d269099215a0/fragment/cc15a9ff-ee86-55c8-a02b-0d93e2a05c16"
