"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.label","source.url","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/4653de49-7e08-51d4-8cd9-a57f1fa397f0","http://data.odeuropa.eu/gallica","Liqueur stomachique","http://data.odeuropa.eu/source/e025c69a-a3f9-5ade-99ba-0d2a4af6a04c","http://data.odeuropa.eu/source/e025c69a-a3f9-5ade-99ba-0d2a4af6a04c/fragment/584fd19f-6409-5d4f-aa2f-bae3da425e7f","Soumise , par décision Préfectorale , à l ’ examen d ’ une Commission supérieure de Chimistes et de Docteurs en médecine , cette liqueur a été approuvée à l ’ unanimité et officiellement autorisée .Sa saveur et ses qualités digestives et stomachiques en établissent la supériorité incontestable sur toutes les autres liqueurs , elle est d ’ un goût , parfait et d ’ un effet très salutaire .Un verre de cette liqueur , pris après chaque repas , facilite la digestion même aux estomacs les plus paresseux .","stomachiques","autres liqueurs","http://data.odeuropa.eu/source/e025c69a-a3f9-5ade-99ba-0d2a4af6a04c/fragment/9e1f1f87-14e1-570f-a117-f7d012b378d8",".que votre bouillabaisse sent bon ! ! ! » On nous annonce très - prochainement des nouvelles sérieuses de Pierre Offort .M .","bouillabaisse","sent","http://data.odeuropa.eu/source/e025c69a-a3f9-5ade-99ba-0d2a4af6a04c/fragment/ba3ffd00-ab27-5959-916b-00b81daec723","JEUX DE TOUTES SORTES - JOURNAUX L ' Établissement est ouvert toute la journée .BAUME DE JÉRUSALEM Liqueur stomachique et digestiye inventée et fabriquée par Distillateur liquoriste , à Toulon ( Var ) .Soumise , par décision Préfectorale , à l ’ examen d ’ une Commission supérieure de Chimistes et de Docteurs en médecine , cette liqueur a été approuvée à l ’ unanimité et officiellement autorisée .","Toulon","JÉRUSALEM","Liqueur stomachique","Le Chalumeau : Journal hebdomadaire","https://gallica.bnf.fr/ark:/12148/bpt6k937634w","1876-04-29","fr","http://data.odeuropa.eu/time/667c7c66-e3fb-5299-b3fd-92992f9df69c","1876-04-29","1876-04-29","1876-04-29","https://sws.geonames.org/2972328/","Toulon","https://sws.geonames.org/7303419/","East Jerusalem","http://data.odeuropa.eu/source/e025c69a-a3f9-5ade-99ba-0d2a4af6a04c/fragment/ba3ffd00-ab27-5959-916b-00b81daec723","Public domain"
