"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.2.words.3","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.3.words.2","source.excerpts.3.words.3","source.excerpts.3.words.4","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.4.words.3","source.excerpts.4.words.4","source.excerpts.4.words.5","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.5.words.2","source.excerpts.5.words.3","source.excerpts.6.@id","source.excerpts.6.value","source.excerpts.6.words.0","source.excerpts.6.words.1","source.excerpts.6.words.2","source.excerpts.7.@id","source.excerpts.7.value","source.excerpts.7.words","source.excerpts.8.@id","source.excerpts.8.value","source.excerpts.8.words.0","source.excerpts.8.words.1","source.excerpts.9.@id","source.excerpts.9.value","source.excerpts.9.words.0","source.excerpts.9.words.1","source.excerpts.9.words.2","source.excerpts.9.words.3","source.excerpts.9.words.4","source.author.0.@id","source.author.0.label","source.genre.0.@id","source.genre.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/0b7aadc2-4ef5-51fa-b1b9-b8f5fcf33b49","http://data.odeuropa.eu/text-annotation","duha","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/0821b7e4-8f7e-5477-a489-1d3fa1dbef30","Poletavajo kresnice, žarijo zvezde, dehti po polju, po cvetju ...","dehti"," po cvetju . .","po cvetju . . ","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/20a358df-b374-54bf-8a1d-a050dcfe0534","Pesem lepote, Carigrad, kje so tvoje zlate strehe, vrtovi z gaji in vodometi, kje so polja dehtečih rož ...","rož","dehtečih","polja","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/721933a6-c0e4-5295-9e43-fabc2b2f49ec","Iz gozda je zadehtelo po smoli in zelenju — svežost zraka mu je razbistrila zmedeno glavo, vstal je in zaklical svoje tovariše ...","mu","zadehtelo"," zelenju","zelenju ","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/758899e0-714f-518b-b43b-2a70d8150051","Vrtiči, negovani od dekliške roke, kjer je dehtela prežilka in žarel nagelj — prijazne, rdeče opisane hišice, kjer so prežale modrooke beloglavke za zelenim rožmarinom, kjer je brnel kolovrat, donele pravljice in pesem — vse je uničeno in požgano ...","dehtela"," nagelj "," zelenim rožmarinom","dekliške roke","nagelj ","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/7967bacf-e490-59f5-9044-5ff438c3a43e","V tem kraju nepoznano bogastvo vezenin in blazin, sladkih dišav, je spominjalo, da cvete tu nagelj iz druzega vrta. — Pred kaminom je sedel knez Radivoj.","sladkih","cvete","nagelj "," V tem kraju"," dišav","iz druzega vrta . ","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/7c3bdf47-29fb-58f0-8e1b-d9687854c2ee","Vodil jih je po divjih, nevarnih potih, po rovih, katere je izprala voda, ob robovih prepadov, skozi skalnate, od narave narejene predore. — Z golimi višinami so se menjevale cvetne doline s sočnimi pašniki, z bogatimi čredami ovac, s polji dehtečih rož.","rož","polji","dehtečih","doline","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/7e90bd8a-2e2d-5acf-a576-2edb05400917","Na vrtu je podivjalo sadno drevje, slaki in trte so zagrinjale grme cvetočih rož.","cvetočih","rož","vrtu","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/960ec747-3dee-513b-a335-94d2f28c3593","V zapuščenem vrtu je odprla roža dehtečo glavico, v zapuščenem dvoru je odprla Jelena oko in se nasmehnila bratu.","roža","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/ac1bc429-5c0d-5f58-bb1a-bda7f3f4f77e","Dišalo je tako čudno, leblelo tako tiho po hiši in vrtu, kakor da se spominja še vse krasne mlade gospe, kakor da zveni še po zraku njen sladki smeh.","Dišalo","tako čudno","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/e359c784-31df-5914-95a2-40749fab4aaf","„Krvave so in srce me boli od tega duha ...","duha","na mizi"," rože","Krvave so in srce me boli od tega","rože ","http://data.odeuropa.eu/actor/c83e6217-b2e2-5ee1-9e5f-ab174bfeb7ea","Fatur, Lea","http://data.odeuropa.eu/genre/LIT","Novels & poetry","Vilemir","http://nl.ijs.si/imp/wikivir/dl/WIKI00449-1906.html","1906","sl","http://data.odeuropa.eu/vocabulary/olfactory-objects/72","Flower","http://data.odeuropa.eu/time/3232e19f-2ca8-507d-aef8-2c23b8426af5","1906","1906","1906","https://sws.geonames.org/93501/","Mayzī","http://data.odeuropa.eu/source/84ddfd3e-d052-57ef-9f4a-870ba0db9671/fragment/e359c784-31df-5914-95a2-40749fab4aaf"
