"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.5.words.2","source.excerpts.5.words.3","source.excerpts.5.words.4","source.excerpts.6.@id","source.excerpts.6.value","source.excerpts.6.words.0","source.excerpts.6.words.1","source.excerpts.6.words.2","source.excerpts.7.@id","source.excerpts.7.value","source.excerpts.7.words.0","source.excerpts.7.words.1","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","relevantExcerpt","license"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/6885f169-6f89-508f-bfb7-7920cf08e725","http://data.odeuropa.eu/gallica","arôme","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/34ca63cd-446a-52d5-9755-13c503bafd8c","470 .500 finesse des feuilles et parla délicatesse de leur arôme .C ’ est une qualité très recherchée notamment pour relever les liarnians faibles en arôme .","leur","feuilles","arôme","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/420819ae-21b5-5a71-a2df-a3e6feed9da6","200 ruches produisent , dans la région montagneuse et dans la » plaine , près de 10 .000 oeques de miel parfumé , d ’ un goût infiniment agréable .SÉRICICULTURE .","parfumé","miel","goût","infiniment agréable","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/b526cc2e-e119-595e-a971-e7c1e5351e7a","Ils sont faibles ( iavach ) , pas autant que les Basma .Les tabacs de la région de Bafra , voisine de Samsoun , ont de même une feuille fine et un bon arôme , mais ils sont d ’ un goût plus fort .Quelques villages île cette région , entre autres celui de Tezkeuy , produisent un tabac d ’ un goût avare mais d ’ un arôme sui generis qui plaît beaucoup aux fumeurs de la contrée .","arôme","région de Bafra","voisine de Samsoun","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/df6bbaa8-1534-5a8f-8f41-e5dbabac16a5","Les Kaloupi les plus renommés sont cultivés à Sevdi - Keuy et à Ghiaour - Keuy .Leur arôme est supérieur et les feuilles très fines .Viennent ensuite ceux de Scalanova et Aïassolouk .","Leur","arôme","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/dfa94300-6642-546c-9c2f-645aef2dc3ec","Ces tabacs portent le nom de Kaloupi du fait de leur manière de mise en sacs : au lieu de faire des Yelpazé , ils sont placés tels qu ’ ils étaient dans les séchoirs , légèrement pressés pour qu ’ ils n ’ occupent pas trop de volume .La plante a un arôme lin et est la plus recherchée de tous les tabacs de la région .Les Kaloupi les plus renommés sont cultivés à Sevdi - Keuy et à Ghiaour - Keuy .","plante","région","arôme","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/e87b406d-04a0-5f1c-9dba-ccef92846216","Les tabacs de la région de Bafra , voisine de Samsoun , ont de même une feuille fine et un bon arôme , mais ils sont d ’ un goût plus fort .Quelques villages île cette région , entre autres celui de Tezkeuy , produisent un tabac d ’ un goût avare mais d ’ un arôme sui generis qui plaît beaucoup aux fumeurs de la contrée .Alatcham et Sinope font partie du rayon de Bafra .","sui generis","tabac","arôme","fumeurs","île cette région","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/f6786ec0-8247-54e5-b7bf-9dae0b607c5d","Les Basma viennent autour de Ligda et Tireh .Cette espèce , quoiqu ’ inférieure à celle de Xanthie et de Ivirdjali , est tout de même d ’ un bel aspuct et d ’ un bon arôme .Des Basmas ont aussi été obtenus aux environs d ’ Eudémiche , mais ils ont cédé la place à la variété dite Kaloupi .","bon","arôme","Xanthie","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/fc4f62c6-a0d1-5361-81ef-d6495a9f462c","500 finesse des feuilles et parla délicatesse de leur arôme .C ’ est une qualité très recherchée notamment pour relever les liarnians faibles en arôme .Ce sont de beaucoup les meilleurs tabacs d ’ Asie - Mineure .","arôme","liarnians","Le Guide Sam : pour l'expansion économique française dans le Levant","https://gallica.bnf.fr/ark:/12148/bpt6k30684945","1929","fr","http://data.odeuropa.eu/vocabulary/olfactory-objects/78","Plant","http://data.odeuropa.eu/time/71736b72-1bda-55cb-af64-c3b43534ddb2","1929","1929","1929","https://sws.geonames.org/12200097/","Region 2","http://data.odeuropa.eu/source/fff93221-4625-5bd3-a317-75ff0cebb4ab/fragment/dfa94300-6642-546c-9c2f-645aef2dc3ec","Public domain"
