"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.1.words.4","source.excerpts.1.words.5","source.excerpts.1.words.6","source.excerpts.1.words.7","source.excerpts.1.words.8","source.excerpts.1.words.9","source.excerpts.1.words.10","source.excerpts.1.words.11","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.2.words.3","source.excerpts.2.words.4","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.5.words.2","source.excerpts.5.words.3","source.excerpts.5.words.4","source.excerpts.5.words.5","source.excerpts.5.words.6","source.excerpts.5.words.7","source.excerpts.5.words.8","source.author.0.@id","source.author.0.label","source.label","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/212b05bc-cbf3-5cb6-87db-f3fe70b94178","http://data.odeuropa.eu/british-library","odour","http://data.odeuropa.eu/source/e97ac690-dd1e-5772-991e-5e8c38ec5729","http://data.odeuropa.eu/source/e97ac690-dd1e-5772-991e-5e8c38ec5729/fragment/54ab08cb-de03-578e-b87e-0ae2c934f8af","NeA * er ask a woman Avhy she says this or that .If you do get an ansAver , it is not often the correct one — Frank , that ruby lamp is going going out , turn it down before it begins to smell , and light this hanging one just over my head , ' pointing to a small SAA ' inging and rather rickety lamp , Avhich Avas more for ornament than use , judging by the light it emitted , after Frank ' s efforts to kindle it had been successful ; indeed , the 219 SINNED AGAINST YET SINNING .moon shining through the open window , did more to light the room , than the two or three tiny oriental lamps burning in A * arious niches and corners , iioav that the large one Avas hors - cle - combat .","smell","it","http://data.odeuropa.eu/source/e97ac690-dd1e-5772-991e-5e8c38ec5729/fragment/a579e3a0-892d-5eb1-bee5-42a45c762f5e","crease the very meagre display of light by Avhich the room Avas illuminated .A strong smell of incense and cinnamon alumettes , — both of Avhich scents delighted delighted the nostrils of Mrs .Albany Green , and which she Avas for ever burning , — coupled Avith the odour that invariably hangs about Cairo Avood - Avork , served to increase the oriental surroundings of the room , till you could easily fancy , Avithout any great stretch of imagination , — particularly particularly Avhen the stained - glass AvindoAvs Avere closed , — that you actually stood in the apartment of some Pasha or oriental magnate , magnate , thousands of miles from Avhere you really Avere — in the heart of Wales .","strong","the","smell","scents","the nostrils","of incense","of","Avhich","nostrils of","of Mrs .","cinnamon alumettes","delighted delighted the","http://data.odeuropa.eu/source/e97ac690-dd1e-5772-991e-5e8c38ec5729/fragment/cd703a9a-5c68-598d-9649-d0a410ccb868","Give me your arm , this gravel is not pleasant to Avalk upon in thin satin shoes .' So saying , she lightly placed her hand upon his arm , and then slowly sauntered up and doAvn the terrace , AA * hile even the fragrance of Frank ' s cigarette Avas poAverless to subdue that subtle perfume which seemed to float round this woman , as she Avalked by his side , her hand upon his arm , her hair almost touching his at times , as she leaned over to speak to him .At that moment a servant appeared at the window of the smoking - room to say that coffee was ready , and , as that apartment apartment also opened on to the terrace , they sloAvly turned their steps in that direction , notAA ' ithstan ding Frank ' s observation , ' That VOL .","perfume","fragrance","subtle","at times","of Frank ' s cigarette","http://data.odeuropa.eu/source/e97ac690-dd1e-5772-991e-5e8c38ec5729/fragment/d248957b-e9f5-5238-af42-8a2259f42842","A strong smell of incense and cinnamon alumettes , — both of Avhich scents delighted delighted the nostrils of Mrs .Albany Green , and which she Avas for ever burning , — coupled Avith the odour that invariably hangs about Cairo Avood - Avork , served to increase the oriental surroundings of the room , till you could easily fancy , Avithout any great stretch of imagination , — particularly particularly Avhen the stained - glass AvindoAvs Avere closed , — that you actually stood in the apartment of some Pasha or oriental magnate , magnate , thousands of miles from Avhere you really Avere — in the heart of Wales .That this room exactly suited its mistress , mistress , and tended to enhance the general effect of her beauty , goes without saying ; and as she threAV herself back among a pile of soft cushions , Avith her fair hair gleaming against the black satin and gold embroidery , with her Avhite arms clasped 214 HUGH DEYNE , OF PLAS - IDRYS .","odour","about Cairo","http://data.odeuropa.eu/source/e97ac690-dd1e-5772-991e-5e8c38ec5729/fragment/d8759afe-5a96-54e6-97b1-476a91e8f3cc","' n 2 180 HUGH DEYNE , OF PLAS - IDRYS .Noav Frank was not the sort of man to deny his friendship for this woman , because because she had got into bad odour among those who , a short time ago , had thought no one like her ; so he boldly ansAvered , ' Yes ! Mrs .Lannsley Avas quite right .","odour","bad","she","http://data.odeuropa.eu/source/e97ac690-dd1e-5772-991e-5e8c38ec5729/fragment/f5c5b87e-df7c-5754-ad05-d49485cd800d","' I have some at Ellington , but I do not think it is in as good condition as this .' ' When are you going to invite me to Ellington ? ' asked his companion , as she rose from the table , and walked to the window Avhich was open , and through Avhich the scent of mignonette and heliotrope heliotrope Avas plainly perceptible , in spite of the opposition odour of dinner Avhich pervaded pervaded the room .' I suppose it is an enormous place , is it not ? ' Whether accidentally , or by design , Eva Green had so placed herself that her face Avas invisible to Frank , and he could only see the back of her Avell - shaped head and neck , as she leaned out of the open Avindow Avindow ; but , on his rising to join her , she had stopped him by saying , 205 SINNED AGAINST YET SINNING .","heliotrope","odour","perceptible","scent","his","the room","of mignonette","of dinner","opposition","http://data.odeuropa.eu/actor/ab34ec9c-0b03-5d2c-85b3-7491ed1a820f","Vere CLAVERING","Hugh Deyne of Plas-Idrys","1893","en","http://data.odeuropa.eu/time/5de7592d-5d13-5dac-8d5e-348bf33a90b7","1893","1893","1893","https://sws.geonames.org/360630/","Cairo","http://data.odeuropa.eu/source/e97ac690-dd1e-5772-991e-5e8c38ec5729/fragment/d248957b-e9f5-5238-af42-8a2259f42842"
