"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.1.words.4","source.excerpts.1.words.5","source.excerpts.1.words.6","source.excerpts.1.words.7","source.excerpts.1.words.8","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.author.0.@id","source.author.0.label","source.label","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","emotion.0.@id","emotion.0.label","emotion.1.@id","emotion.1.label","emotion.2.@id","emotion.2.label","relevantExcerpt","adjective"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/46d7bdb2-63db-5e68-b363-2038f13bac34","http://data.odeuropa.eu/british-library","smells","http://data.odeuropa.eu/source/b37ddc98-5e2c-56cd-9b81-6e16813aff37","http://data.odeuropa.eu/source/b37ddc98-5e2c-56cd-9b81-6e16813aff37/fragment/0afe6419-0980-5464-a1aa-47d351ca1e9e","I declare I will not let you go into the village any Nonsense , Lionel , I am not thinking about myself .Perhaps I may look a little pale , for I have had a hot walk , and the horrid smells at Mrs .Kingdon ' s make one sick .","smells","horrid","at Mrs .","http://data.odeuropa.eu/source/b37ddc98-5e2c-56cd-9b81-6e16813aff37/fragment/2c4d4d1c-eb0d-596e-a182-b3dacdd5f339","But the windows were shut , and the 216 NEVER DESPAIR .blinds drawn down , and the unmistakable odour of an unoccupied room greeted him as he opened the door .Well , this is not very [ cheerful — thought Cecil — how different would it have been if all had gone well with me ! And what shall I say to Mr .","odour","of","him","of an","unmistakable","unoccupied room","blinds","an unoccupied","unoccupied","http://data.odeuropa.eu/source/b37ddc98-5e2c-56cd-9b81-6e16813aff37/fragment/678cab66-ee15-55fb-a69b-2f01d196ab46","The change from the heated atmosphere of the close rooms of the poor to the outer air is too much for me .Smells , too , affect me very pre - 110 NEVER DESPAIR .judicially .","me","Smells","http://data.odeuropa.eu/actor/b74cafb2-bc60-5c47-8b84-b526450c9ef8","H. Richardson CLERK","Never Despair. A tale","1877","en","http://data.odeuropa.eu/time/de17e344-6024-513a-9c04-cb7c6378de14","1877","1877","1877","https://sws.geonames.org/12066983/","Mars","http://data.odeuropa.eu/vocabulary/plutchik/fear","fear","http://data.odeuropa.eu/emotion-type/nervousness","nervousness","http://data.odeuropa.eu/emotion-type/embarrassment","embarrassment","http://data.odeuropa.eu/source/b37ddc98-5e2c-56cd-9b81-6e16813aff37/fragment/0afe6419-0980-5464-a1aa-47d351ca1e9e","horrid"
