"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.excerpts.1.words.3","source.excerpts.1.words.4","source.excerpts.1.words.5","source.excerpts.1.words.6","source.excerpts.1.words.7","source.excerpts.1.words.8","source.excerpts.1.words.9","source.excerpts.1.words.10","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.2.words.2","source.excerpts.2.words.3","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","place.2.@id","place.2.label","place.3.@id","place.3.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/a0ec9292-bf58-530a-86a7-179a774e9d1c","http://data.odeuropa.eu/medical-heritage","smell","http://data.odeuropa.eu/source/29fb23be-24fe-5915-bb93-be4a66f36a4c","http://data.odeuropa.eu/source/29fb23be-24fe-5915-bb93-be4a66f36a4c/fragment/535ec3f6-32e0-5795-846a-ac47b030f3e3","1 The owner of the plant has continued to make alterations in an effort to minimise the offensive smell from this factory .Despite his efforts there have been occasions when an offensive smell has been caused but the owner realises , both by visits from officials from the Health Depart - ment and by official communications from the Council , that sustained efforts must be made to abate this nuisance .29 FISH FRYING Fish Friers .","offensive","smell","the owner","http://data.odeuropa.eu/source/29fb23be-24fe-5915-bb93-be4a66f36a4c/fragment/5e3486bf-a578-5a3e-ad4d-b8ec32983e12","of letters and notices outstanding 31st December , 1956 No .of matters referred to Surveyor 6893 551 482 351 111 35 79 164 ATMOSPHERIC POLLUTION Whilst the Colliery chimney now causes no nuisance , the tip on occasions gave rise to considerable nuisance to the inhabitants of the Toll Bar area from smoke , fumes and smell .Much work is being carried out on the tip , levelling , water spraying etc .","Bar","Toll Bar","the","smell","fumes","to","to the","the inhabitants of the","Bar area","considerable nuisance to","the Toll","http://data.odeuropa.eu/source/29fb23be-24fe-5915-bb93-be4a66f36a4c/fragment/d2800c84-7e34-51a6-9cd9-7307817b5913",".1 The owner of the plant has continued to make alterations in an effort to minimise the offensive smell from this factory .Despite his efforts there have been occasions when an offensive smell has been caused but the owner realises , both by visits from officials from the Health Depart - ment and by official communications from the Council , that sustained efforts must be made to abate this nuisance .","offensive","smell","from this factory","The owner of the plant","http://data.odeuropa.eu/actor/2be20717-ed03-5437-adf5-16562489a997","Bentley-with-Arksey . Urban District Council","[Report 1956]","http://archive.org/details/b28917959","1956","en","http://data.odeuropa.eu/vocabulary/olfactory-objects/615","Fumes","http://data.odeuropa.eu/time/1bffcfa5-24c6-5f85-8d53-0132d8c96514","1956","1956","1956","https://sws.geonames.org/3204509/","Bar","https://sws.geonames.org/3573374/","The Valley","https://sws.geonames.org/48675/","Tall-e Mollā’ī","https://sws.geonames.org/8579192/","Toll Bar","http://data.odeuropa.eu/source/29fb23be-24fe-5915-bb93-be4a66f36a4c/fragment/5e3486bf-a578-5a3e-ad4d-b8ec32983e12"
