"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.1.words.2","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","emotion.0.@id","emotion.0.label","emotion.1.@id","emotion.1.label","emotion.2.@id","emotion.2.label","relevantExcerpt","adjective"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/e2783b9c-f14e-52d4-9b3f-83a329815fc5","http://data.odeuropa.eu/wikisource","odours","http://data.odeuropa.eu/source/7cf0159a-e8ae-5619-8e78-9fe20a1bfc8d","http://data.odeuropa.eu/source/7cf0159a-e8ae-5619-8e78-9fe20a1bfc8d/fragment/a45ffc28-47f5-5d5f-85f6-5086734cc22b",".Earth shudders , and rank odours ' gin to rise From tombs a - crack : and shaken out all at once From mid - air , and directly ' neath the moon , Meseems what hanging wing divides the light , Like a black film of mist , or thickest shadow : But on the tombs there is no shadow ! First Witch Enough ! ' twill be a prosperous night , methinks , For commerce of the demons with the dead , And for us too , when every omen ' s good , And fraight with promise of a potent brew .< / poem > DEFAULTSORT Scene : A forsaken graveyard , by moonlight .","odours","rank","From tombs","http://data.odeuropa.eu/source/7cf0159a-e8ae-5619-8e78-9fe20a1bfc8d/fragment/c6bf858a-9a52-5711-b85f-f28fd71d9013",".Earth shudders , and rank odours ' gin to rise From tombs a - crack : and shaken out all at once From mid - air , and directly ' neath the moon , Meseems what hanging wing divides the light , Like a black film of mist , or thickest shadow : But on the tombs there is no shadow ! First Witch Enough ! ' twill be a prosperous night , methinks , For commerce of the demons with the dead , And for us too , when every omen ' s good , And fraight with promise of a potent brew .Wedges of wild fowl drove over the watery wastes .","odours","rank","From tombs","http://data.odeuropa.eu/actor/701b1432-d404-576c-b7e9-54104dce7c70","Clark Ashton Smith","The Witch in the Graveyard","https://en.wikisource.org/wiki/The_Witch_in_the_Graveyard","1922","en","http://data.odeuropa.eu/time/ded1f801-3273-5705-92ea-61ce94242bdd","1922","1922","1922","https://sws.geonames.org/350991/","Northern Tombs","http://data.odeuropa.eu/vocabulary/plutchik/disgust","disgust","http://data.odeuropa.eu/vocabulary/plutchik/optimism","optimism","http://data.odeuropa.eu/emotion-type/excitement","excitement","http://data.odeuropa.eu/source/7cf0159a-e8ae-5619-8e78-9fe20a1bfc8d/fragment/a45ffc28-47f5-5d5f-85f6-5086734cc22b","rank"
