"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.1.@id","source.excerpts.1.value","source.excerpts.1.words.0","source.excerpts.1.words.1","source.excerpts.2.@id","source.excerpts.2.value","source.excerpts.2.words.0","source.excerpts.2.words.1","source.excerpts.3.@id","source.excerpts.3.value","source.excerpts.3.words.0","source.excerpts.3.words.1","source.excerpts.3.words.2","source.excerpts.3.words.3","source.excerpts.3.words.4","source.excerpts.3.words.5","source.excerpts.4.@id","source.excerpts.4.value","source.excerpts.4.words.0","source.excerpts.4.words.1","source.excerpts.4.words.2","source.excerpts.4.words.3","source.excerpts.5.@id","source.excerpts.5.value","source.excerpts.5.words.0","source.excerpts.5.words.1","source.excerpts.5.words.2","source.excerpts.6.@id","source.excerpts.6.value","source.excerpts.6.words.0","source.excerpts.6.words.1","source.excerpts.6.words.2","source.excerpts.6.words.3","source.excerpts.7.@id","source.excerpts.7.value","source.excerpts.7.words.0","source.excerpts.7.words.1","source.excerpts.7.words.2","source.excerpts.7.words.3","source.excerpts.7.words.4","source.excerpts.7.words.5","source.excerpts.7.words.6","source.excerpts.8.@id","source.excerpts.8.value","source.excerpts.8.words.0","source.excerpts.8.words.1","source.excerpts.8.words.2","source.excerpts.9.@id","source.excerpts.9.value","source.excerpts.9.words.0","source.excerpts.9.words.1","source.excerpts.9.words.2","source.excerpts.9.words.3","source.excerpts.10.@id","source.excerpts.10.value","source.excerpts.10.words.0","source.excerpts.10.words.1","source.excerpts.10.words.2","source.excerpts.10.words.3","source.excerpts.10.words.4","source.excerpts.10.words.5","source.excerpts.11.@id","source.excerpts.11.value","source.excerpts.11.words.0","source.excerpts.11.words.1","source.excerpts.11.words.2","source.excerpts.11.words.3","source.excerpts.11.words.4","source.excerpts.11.words.5","source.excerpts.12.@id","source.excerpts.12.value","source.excerpts.12.words.0","source.excerpts.12.words.1","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","place.2.@id","place.2.label","relevantExcerpt"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/d8dfd6a6-b06b-5f08-9366-a52d06df6f0f","http://data.odeuropa.eu/medical-heritage","smells","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/02eb64b9-1b0a-5d9a-a958-173f6f735fc0",".Dwellings infested with vermin Nuisances caused by keeping domestic animals Offensive smells ..","smells","Offensive","Dwellings","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/0baaa592-ac22-524a-8d2d-74526d5d3df1","The remaining three complaints referred to smells emanating from the Pish Meal Factory in Palmerston Road .On each occasion slight smells were observed , and vv ' ere probably caused by the meal being discharged in an overheated condition .The Manager of the Company was communicated with on each occasion .","slight","smells","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/2bc186f0-dc38-5562-9bfd-9102789571b2","Definite whiffs of a fishy smell were during the period of an hour observed at intervals of not more than two or three minutes .The Manager of the Company was communicated with but despite full inquiry , the cause of the smell was not discovered .The nature and extent of the smell was not such as to justify further action being taken .","smell","The Manager of the Company","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/3344cafc-a54f-5a8b-b97c-c2441b157ecb","The nature and extent of the smell was not such as to justify further action being taken .The remaining three complaints referred to smells emanating from the Pish Meal Factory in Palmerston Road .On each occasion slight smells were observed , and vv ' ere probably caused by the meal being discharged in an overheated condition .","smells","Meal","Pish","Pish Meal","Meal Factory in Palmerston Road","from the Pish","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/5f3681cd-26e1-5682-905e-4b37c4026c0a","Five of the complaints referred to offensive smells emanating from one or other of the fish meal factories .In one case the smell complained of occurred in the early hours of the morning , and it was impossible to locate which factory was the source of the alleged smells .The source of one of the complaints was , in the opinion of the inspectors , the Fish Meal Factory in Point Law .","smell","smells","alleged","in the early hours of the morning","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/85bb8c28-07e4-5ae8-8afe-4cf84ea8ce8d","All these complaints were immediately investigated and in every case the proprietors of the works were communicated with .Five of the complaints referred to offensive smells emanating from one or other of the fish meal factories .In one case the smell complained of occurred in the early hours of the morning , and it was impossible to locate which factory was the source of the alleged smells .","offensive","smells","from one or other of the fish meal factories","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/9896bc8c-489f-5c75-b02a-9dae98d2929c","The source of one of the complaints was , in the opinion of the inspectors , the Fish Meal Factory in Point Law .Definite whiffs of a fishy smell were during the period of an hour observed at intervals of not more than two or three minutes .The Manager of the Company was communicated with but despite full inquiry , the cause of the smell was not discovered .","smell","fishy","whiffs","during the period of an hour","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/990327c4-6c86-5ca6-8470-a9353bb0c017","In one case it was stated by the complainer that the smell emanated from one or other or both of the fish oil factories in Albert Quay , but although the vicinity was visited within half an hour after receiving the complaint , no evidence of smell was found , and it was accordingly impossible to determine the source of the smell complained of .In connection with the three remaining complaints , the smells were found to have emanated from the fish oil factory in Old Ford Road .The proprietor of the factory was communicated with on each occasion .","oil","the","fish oil","smells","from the","the fish","oil factory in Old Ford Road .","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/9e666e23-27cf-5ce4-8c33-c1b9dce8f964",".90 Nuisances caused by domestic animals abated , 46 Offensive smells in dwelling apartments abated , 20 Houses cleared of bugs , 80 Workmen ' s privies cleaned out , 4 C - Smoke Abatement .( a ) Factories , < fec .","smells","Offensive","in dwelling apartments","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/ab5bac94-0c94-5ca5-bbc2-1a6d31bd2405","The proprietor of the factory was communicated with on each occasion .Six complaints were received regarding offensive smells from the Knackery in the Hardgate .These complaints were justified and letters of warning were sent to the proprietors .","offensive","smells","from the Knackery","in the Hardgate","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/bc2f2423-eb76-5d6c-b977-b1757aeb0949","Five of the complaints referred to smells emanating from one or other of the three fish oil factories .In one case it was stated by the complainer that the smell emanated from one or other or both of the fish oil factories in Albert Quay , but although the vicinity was visited within half an hour after receiving the complaint , no evidence of smell was found , and it was accordingly impossible to determine the source of the smell complained of .In connection with the three remaining complaints , the smells were found to have emanated from the fish oil factory in Old Ford Road .","the","smell","the fish oil","in Albert Quay","the complainer","from one or other or both of the","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/d1126330-73be-59b2-ae27-a8d9a7809bb6","Complaints .Complaints were received during the year regarding alleged offensive smells from fish meal factories , fish oil works and a knackery .All these complaints were immediately investigated and in every case the proprietors of the works were communicated with .","offensive","smells","during the year","a knackery","fish oil works","from fish meal factories","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/db3294d2-b147-5cdc-9e40-af264b9bce89","The Manager of the Company was communicated with on each occasion .Five of the complaints referred to smells emanating from one or other of the three fish oil factories .In one case it was stated by the complainer that the smell emanated from one or other or both of the fish oil factories in Albert Quay , but although the vicinity was visited within half an hour after receiving the complaint , no evidence of smell was found , and it was accordingly impossible to determine the source of the smell complained of .","smells","from one or other of the three fish oil factories","http://data.odeuropa.eu/actor/3c2e75fe-21af-5047-8e2e-c35a50ffc696","Aberdeen . City Council. n 98880545","[Report 1931]","http://archive.org/details/b28645418","1930?/1940?","en","http://data.odeuropa.eu/time/af4627f8-1fe6-5364-a009-5418c33586d0","1930?/1940?","1930","1940","https://sws.geonames.org/7574219/","Pīsh Robāţ","http://data.odeuropa.eu/place/4481051c-20a6-5367-a291-46c83f17ec73","Pish Meal","http://data.odeuropa.eu/place/448647b6-760e-5e20-8991-87d66c6119fe","Meal Factory in Palmerston Road","http://data.odeuropa.eu/source/8e81852c-bb89-5a0e-a3aa-69f60b3b8d33/fragment/3344cafc-a54f-5a8b-b97c-c2441b157ecb"
