"@type","@id","@graph","label","source.@id","source.excerpts.0.@id","source.excerpts.0.value","source.excerpts.0.words.0","source.excerpts.0.words.1","source.excerpts.0.words.2","source.excerpts.0.words.3","source.excerpts.0.words.4","source.excerpts.0.words.5","source.excerpts.0.words.6","source.excerpts.0.words.7","source.excerpts.0.words.8","source.excerpts.0.words.9","source.excerpts.0.words.10","source.excerpts.0.words.11","source.excerpts.0.words.12","source.excerpts.0.words.13","source.excerpts.0.words.14","source.excerpts.0.words.15","source.author.0.@id","source.author.0.label","source.label","source.url","source.date","source.language","smellSource.0.@id","smellSource.0.label","time.0.@id","time.0.label","time.0.begin","time.0.end","place.0.@id","place.0.label","place.1.@id","place.1.label","place.2.@id","place.2.label","place.3.@id","place.3.label","place.4.@id","place.4.label","place.5.@id","place.5.label","place.6.@id","place.6.label","place.7.@id","place.7.label","place.8.@id","place.8.label","place.9.@id","place.9.label","place.10.@id","place.10.label","place.11.@id","place.11.label","relevantExcerpt","license","adjective.0","adjective.1"
"http://data.odeuropa.eu/ontology/L11_Smell","http://data.odeuropa.eu/smell/c0b956ad-bb15-5a2f-a754-70fa720fa453","http://data.odeuropa.eu/gallica","effluent","http://data.odeuropa.eu/source/b0d9af03-676b-5c7e-a184-e0dfae26d458","http://data.odeuropa.eu/source/b0d9af03-676b-5c7e-a184-e0dfae26d458/fragment/08c64911-2c1c-5933-ab0f-e82ba8edec99","Ces divers moyens fournissaient tout au plus 4 000 mètres cubes d ' une eau terriblement polluée .Avant de parvenir en effet aux pompes et de passer dans les seaux qui la portaient dans les maisons , l ' eau de la Seine recevait toutes les impuretés provenant des blanchisseries de Charenton , de Carrières , de Conflans et de Bercy ; dès son arrivée dans Paris , les égouts du faubourg Saint - Antoine , du faubourg Saint - Marceau , de Bicêtre , de l ' Hôpital général ; un peu plus loin l ' effluent infect de la rivière des Gobelins ( 1 ) bordée de teintureries , d ' amidonneries , de brasseries , puis les égouts des Fossés Saint - Bernard , des Grands - Degrés et de la place Maubert ; enfin , à peu de distance des pompes , les eaux de l ' Hôtel - Dieu où , d ' après un contemporain , « quatre mille malheureux livrés aux maladies les plus contagieuses , fournissaient une masse énorme d ' excréments , de matières purulentes , de chairs pourries » .( 1 ) On appelait ainsi la Bièvre .","Paris","matières","égouts","faubourg Saint - Marceau","faubourg Saint - Antoine","effluent","effluent infect","' Hôtel - Dieu","Bercy","Hôpital général","blanchisseries de Charenton","de Bicêtre","dès son arrivée","place Maubert","rivière des Gobelins","égouts des Fossés Saint - Bernard , des Grands - Degrés","http://data.odeuropa.eu/actor/b24b070e-44df-55fd-92fe-bfe0535e9347","Désiré Leroux","Lavoisier / par Lucien et Désiré Leroux","https://gallica.bnf.fr/ark:/12148/bpt6k9768612x","1928","fr","http://data.odeuropa.eu/vocabulary/olfactory-objects/620","Material","http://data.odeuropa.eu/time/5bada246-bfd5-5948-9747-0aaca4b662f9","1928","1928","1928","https://sws.geonames.org/2988507/","Paris","https://sws.geonames.org/12534328/","Ancien hôpital général de Nevers","https://sws.geonames.org/2995151/","Maubert-Fontaine","https://sws.geonames.org/3003737/","Le Kremlin-Bicêtre","https://sws.geonames.org/3730194/","Bercy","https://sws.geonames.org/8504696/","Faubourg Saint-Marcel","https://sws.geonames.org/8505504/","Hotel Dieu","https://sws.geonames.org/9843569/","Paris 08 Ancien - Quartier Faubourg-Saint-Antoine","http://data.odeuropa.eu/place/51fb3ffc-c036-5bd8-a008-4af8fc582f5d","égouts","http://data.odeuropa.eu/place/05540d4d-5409-5208-96a6-c49749415bca","blanchisseries de Charenton","http://data.odeuropa.eu/place/161a35f4-e3d3-50b0-9c6c-f8870ce77c5e","rivière des Gobelins","http://data.odeuropa.eu/place/2d5954c5-a409-51a9-abb2-5c24e99380ac","égouts des Fossés Saint - Bernard , des Grands - Degrés","http://data.odeuropa.eu/source/b0d9af03-676b-5c7e-a184-e0dfae26d458/fragment/08c64911-2c1c-5933-ab0f-e82ba8edec99","Public domain","effluent","effluent infect"
